IR,RED,X,Y,Z,HR,RR,SPO2,Error Rate
228629.0,207209.0,-0.006,-0.8797,-0.4504,,,,
228508.0,207145.0,-0.006,-0.8787,-0.4484,,,,
228461.0,207180.0,-0.004,-0.8787,-0.4464,,,,
228406.0,207123.0,-0.005,-0.8817,-0.4474,,,,
228422.0,207166.0,-0.004,-0.8807,-0.4484,,,,
228472.0,207101.0,-0.005,-0.8777,-0.4504,,,,
228444.0,207237.0,-0.003,-0.8767,-0.4504,,,,
228456.0,207215.0,0.0,-0.8767,-0.4504,,,,
228431.0,207170.0,-0.003,-0.8787,-0.4514,,,,
228427.0,207127.0,-0.002,-0.8847,-0.4494,,,,
228387.0,207216.0,-0.001,-0.8837,-0.4494,,,,
228395.0,207182.0,-0.003,-0.8857,-0.4464,,,,
228380.0,207152.0,-0.003,-0.8847,-0.4514,,,,
228505.0,207157.0,-0.003,-0.8907,-0.4464,,,,
228508.0,207184.0,-0.001,-0.8907,-0.4494,,,,
228512.0,207274.0,-0.003,-0.8837,-0.4434,,,,
228502.0,207232.0,-0.001,-0.8827,-0.4414,,,,
228429.0,207171.0,-0.002,-0.8867,-0.4434,,,,
228459.0,207172.0,-0.002,-0.8877,-0.4444,,,,
228497.0,207179.0,-0.002,-0.8867,-0.4434,,,,
228554.0,207147.0,-0.003,-0.8877,-0.4414,,,,
228536.0,207261.0,-0.002,-0.8887,-0.4384,,,,
228517.0,207192.0,-0.002,-0.8927,-0.4404,,,,
228578.0,207214.0,-0.003,-0.8917,-0.4414,,,,
228633.0,207257.0,-0.003,-0.8887,-0.4424,,,,
228656.0,207281.0,-0.004,-0.8807,-0.4404,,,,
228792.0,207331.0,-0.004,-0.8867,-0.4394,,,,
228765.0,207358.0,-0.002,-0.8897,-0.4424,,,,
228723.0,207310.0,0.002,-0.8837,-0.4414,,,,
228791.0,207351.0,0.0,-0.8867,-0.4424,,,,
228824.0,207336.0,-0.001,-0.8857,-0.4454,,,,
228892.0,207396.0,-0.001,-0.8857,-0.4454,,,,
228835.0,207353.0,-0.007,-0.8887,-0.4444,,,,
228908.0,207358.0,-0.007,-0.8887,-0.4444,,,,
228970.0,207405.0,-0.006,-0.8847,-0.4334,,,,
229035.0,207431.0,-0.004,-0.8817,-0.4364,,,,
229059.0,207470.0,0.004,-0.8857,-0.4444,,,,
229102.0,207429.0,0.002,-0.8887,-0.4424,,,,
229107.0,207497.0,0.001,-0.8897,-0.4394,,,,
229122.0,207514.0,-0.005,-0.8857,-0.4414,,,,
229122.0,207541.0,-0.001,-0.8867,-0.4444,,,,
229188.0,207527.0,-0.001,-0.8847,-0.4434,,,,
229188.0,207552.0,-0.002,-0.8877,-0.4454,,,,
229176.0,207527.0,-0.003,-0.8857,-0.4444,,,,
229162.0,207508.0,-0.002,-0.8887,-0.4424,,,,
229207.0,207518.0,-0.002,-0.8897,-0.4424,,,,
229260.0,207514.0,-0.002,-0.8857,-0.4404,,,,
229248.0,207533.0,0.0,-0.8867,-0.4454,,,,
229203.0,207493.0,-0.003,-0.8877,-0.4464,,,,
229082.0,207422.0,-0.002,-0.8887,-0.4454,,,,
228829.0,207364.0,-0.002,-0.8867,-0.4454,,,,
228713.0,207308.0,-0.002,-0.8867,-0.4444,,,,
228595.0,207232.0,0.0,-0.8847,-0.4414,,,,
228482.0,207243.0,-0.002,-0.8857,-0.4384,,,,
228487.0,207183.0,-0.005,-0.8847,-0.4394,,,,
228522.0,207242.0,-0.002,-0.8827,-0.4454,,,,
228609.0,207282.0,-0.001,-0.8817,-0.4414,,,,
228639.0,207209.0,0.0,-0.8837,-0.4394,,,,
228666.0,207235.0,0.001,-0.8837,-0.4404,,,,
228625.0,207183.0,0.002,-0.8867,-0.4404,,,,
228664.0,207234.0,0.0,-0.8867,-0.4424,,,,
228539.0,207207.0,-0.004,-0.8857,-0.4454,,,,
228625.0,207254.0,-0.001,-0.8877,-0.4444,,,,
228634.0,207283.0,-0.002,-0.8907,-0.4454,,,,
228612.0,207226.0,-0.002,-0.8907,-0.4444,,,,
228633.0,207248.0,-0.001,-0.8887,-0.4434,,,,
228626.0,207284.0,-0.003,-0.8847,-0.4444,,,,
228659.0,207204.0,-0.002,-0.8857,-0.4404,,,,
228616.0,207336.0,-0.003,-0.8877,-0.4474,,,,
228653.0,207279.0,-0.004,-0.8867,-0.4474,,,,
228690.0,207204.0,-0.003,-0.8867,-0.4434,,,,
228550.0,207221.0,-0.002,-0.8837,-0.4414,,,,
228636.0,207252.0,-0.002,-0.8817,-0.4414,,,,
228693.0,207308.0,-0.003,-0.8847,-0.4424,,,,
228634.0,207278.0,-0.002,-0.8847,-0.4444,,,,
228793.0,207334.0,-0.003,-0.8847,-0.4384,,,,
228845.0,207390.0,-0.002,-0.8857,-0.4384,,,,
228883.0,207337.0,-0.002,-0.8857,-0.4384,,,,
228907.0,207316.0,-0.002,-0.8837,-0.4394,,,,
228934.0,207349.0,-0.003,-0.8837,-0.4424,,,,
228913.0,207364.0,0.0,-0.8837,-0.4424,,,,
228938.0,207372.0,0.002,-0.8827,-0.4424,,,,
229018.0,207346.0,0.002,-0.8877,-0.4414,,,,
229016.0,207402.0,0.0,-0.8867,-0.4444,,,,
229089.0,207447.0,-0.004,-0.8817,-0.4404,,,,
229131.0,207400.0,-0.004,-0.8797,-0.4424,,,,
229123.0,207409.0,-0.002,-0.8817,-0.4434,,,,
229176.0,207418.0,-0.004,-0.8827,-0.4454,,,,
229186.0,207481.0,-0.004,-0.8827,-0.4454,,,,
229182.0,207522.0,0.001,-0.8817,-0.4464,,,,
229235.0,207496.0,-0.001,-0.8837,-0.4444,,,,
229255.0,207509.0,-0.002,-0.8877,-0.4424,,,,
229109.0,207448.0,-0.004,-0.8857,-0.4464,,,,
228963.0,207362.0,-0.005,-0.8867,-0.4454,,,,
228806.0,207328.0,-0.004,-0.8847,-0.4384,,,,
228689.0,207362.0,-0.005,-0.8857,-0.4384,,,,
228619.0,207292.0,-0.007,-0.8857,-0.4364,,,,
228578.0,207221.0,-0.003,-0.8857,-0.4394,,,,
228568.0,207235.0,-0.002,-0.8867,-0.4384,,,,
228581.0,207223.0,0.0,-0.8887,-0.4404,,,,
228605.0,207240.0,-0.001,-0.8877,-0.4374,,,,
228611.0,207218.0,0.0,-0.8817,-0.4404,,,,
228665.0,207195.0,-0.001,-0.8847,-0.4424,,,,
228643.0,207236.0,-0.001,-0.8857,-0.4424,,,,
228671.0,207254.0,-0.001,-0.8857,-0.4404,,,,
228696.0,207263.0,-0.004,-0.8827,-0.4404,,,,
228736.0,207297.0,-0.005,-0.8837,-0.4414,,,,
228718.0,207256.0,-0.006,-0.8877,-0.4424,,,,
228716.0,207271.0,-0.005,-0.8857,-0.4424,,,,
228753.0,207247.0,-0.003,-0.8847,-0.4414,,,,
228679.0,207244.0,-0.001,-0.8847,-0.4434,,,,
228705.0,207303.0,0.001,-0.8877,-0.4414,,,,
228752.0,207227.0,-0.001,-0.8857,-0.4424,,,,
228664.0,207238.0,-0.002,-0.8837,-0.4374,,,,
228732.0,207269.0,-0.002,-0.8827,-0.4354,,,,
228778.0,207273.0,0.001,-0.8807,-0.4364,,,,
228788.0,207317.0,0.001,-0.8877,-0.4404,,,,
228793.0,207305.0,0.0,-0.8937,-0.4384,,,,
228836.0,207352.0,-0.002,-0.8907,-0.4434,,,,
228806.0,207285.0,-0.002,-0.8907,-0.4404,,,,
228867.0,207334.0,-0.003,-0.8897,-0.4404,,,,
228919.0,207372.0,-0.003,-0.8907,-0.4344,,,,
228926.0,207425.0,0.001,-0.8917,-0.4354,,,,
228965.0,207347.0,0.0,-0.8857,-0.4374,,,,
228946.0,207415.0,-0.001,-0.8877,-0.4394,,,,
229054.0,207466.0,0.0,-0.8867,-0.4364,,,,
229092.0,207482.0,-0.001,-0.8927,-0.4354,,,,
228972.0,207363.0,-0.001,-0.8947,-0.4364,,,,
228741.0,207320.0,0.0,-0.8957,-0.4384,,,,
228712.0,207271.0,-0.001,-0.8867,-0.4374,,,,
228654.0,207288.0,-0.002,-0.8857,-0.4384,,,,
228620.0,207232.0,-0.002,-0.8857,-0.4354,,,,
228599.0,207220.0,-0.001,-0.8857,-0.4394,,,,
228581.0,207246.0,0.0,-0.8907,-0.4434,,,,
228586.0,207249.0,-0.001,-0.8927,-0.4394,,,,
228558.0,207201.0,0.0,-0.8907,-0.4354,,,,
228642.0,207273.0,-0.001,-0.8937,-0.4374,,,,
228695.0,207220.0,-0.002,-0.8917,-0.4334,,,,
228652.0,207249.0,-0.002,-0.8937,-0.4364,,,,
228742.0,207253.0,-0.003,-0.8907,-0.4334,,,,
228781.0,207283.0,-0.001,-0.8907,-0.4324,,,,
228758.0,207271.0,0.0,-0.8937,-0.4354,,,,
228796.0,207293.0,0.001,-0.8907,-0.4354,,,,
228739.0,207279.0,0.001,-0.8897,-0.4334,,,,
228803.0,207313.0,0.002,-0.8877,-0.4384,,,,
228764.0,207248.0,0.002,-0.8907,-0.4374,,,,
228750.0,207275.0,0.002,-0.8907,-0.4374,,,,
228791.0,207290.0,-0.006,-0.8917,-0.4404,,,,
228747.0,207266.0,-0.003,-0.8877,-0.4414,,,,
228886.0,207294.0,0.002,-0.8857,-0.4384,,,,
228874.0,207331.0,0.002,-0.8857,-0.4384,,,,
228901.0,207389.0,0.003,-0.8867,-0.4364,,,,
228891.0,207398.0,0.0,-0.8887,-0.4434,,,,
228915.0,207302.0,0.004,-0.8917,-0.4384,,,,
228961.0,207402.0,0.001,-0.8877,-0.4364,,,,
228973.0,207438.0,0.0,-0.8847,-0.4314,,,,
229072.0,207419.0,0.0,-0.8887,-0.4364,,,,
229053.0,207440.0,-0.002,-0.8897,-0.4404,,,,
229056.0,207467.0,-0.001,-0.8857,-0.4424,,,,
229154.0,207459.0,0.001,-0.8897,-0.4444,,,,
229137.0,207480.0,0.001,-0.8847,-0.4444,,,,
229112.0,207510.0,-0.001,-0.8867,-0.4374,,,,
229052.0,207364.0,0.001,-0.8917,-0.4394,,,,
228858.0,207300.0,0.001,-0.8877,-0.4404,,,,
228835.0,207298.0,0.0,-0.8867,-0.4394,,,,
228718.0,207190.0,-0.002,-0.8867,-0.4434,,,,
228645.0,207275.0,-0.003,-0.8857,-0.4394,,,,
228604.0,207209.0,-0.001,-0.8937,-0.4384,,,,
228574.0,207188.0,-0.004,-0.8937,-0.4404,,,,
228666.0,207182.0,0.003,-0.8887,-0.4384,,,,
228613.0,207209.0,0.003,-0.8877,-0.4394,,,,
228701.0,207201.0,0.003,-0.8837,-0.4354,,,,
228714.0,207299.0,0.0,-0.8827,-0.4364,,,,
228724.0,207255.0,0.002,-0.8877,-0.4374,,,,
228722.0,207260.0,0.001,-0.8887,-0.4374,,,,
228750.0,207303.0,-0.001,-0.8877,-0.4394,,,,
228699.0,207234.0,-0.001,-0.8877,-0.4354,,,,
228645.0,207260.0,-0.001,-0.8877,-0.4334,,,,
228831.0,207317.0,-0.002,-0.8897,-0.4374,,,,
228769.0,207278.0,-0.001,-0.8867,-0.4394,,,,
228831.0,207323.0,0.0,-0.8847,-0.4404,,,,
228873.0,207340.0,0.001,-0.8867,-0.4384,,,,
228962.0,207416.0,-0.001,-0.8897,-0.4394,,,,
229011.0,207381.0,0.001,-0.8887,-0.4374,,,,
229044.0,207420.0,0.001,-0.8877,-0.4384,,,,
228939.0,207332.0,0.001,-0.8887,-0.4374,,,,
228919.0,207339.0,-0.001,-0.8907,-0.4384,,,,
228745.0,207313.0,0.001,-0.8897,-0.4344,,,,
228614.0,207198.0,-0.001,-0.8877,-0.4344,,,,
228603.0,207202.0,0.002,-0.8837,-0.4374,,,,
228609.0,207163.0,-0.001,-0.8827,-0.4364,,,,
228498.0,207164.0,-0.001,-0.8907,-0.4334,,,,
228562.0,207193.0,0.001,-0.8907,-0.4303,,,,
228593.0,207239.0,0.001,-0.8887,-0.4344,,,,
228603.0,207177.0,0.002,-0.8887,-0.4384,,,,
228540.0,207197.0,0.002,-0.8857,-0.4364,,,,
228639.0,207240.0,-0.002,-0.8857,-0.4384,,,,
228699.0,207184.0,-0.003,-0.8877,-0.4394,,,,
228830.0,207260.0,-0.004,-0.8907,-0.4364,,,,
228805.0,207321.0,-0.002,-0.8877,-0.4364,,,,
228861.0,207334.0,-0.002,-0.8867,-0.4374,,,,
228821.0,207351.0,0.0,-0.8887,-0.4404,,,,
228841.0,207226.0,0.002,-0.8897,-0.4404,,,,
228829.0,207270.0,0.001,-0.8927,-0.4394,,,,
228769.0,207308.0,0.001,-0.8907,-0.4384,,,,
228763.0,207308.0,0.001,-0.8877,-0.4394,,,,
228779.0,207331.0,0.0,-0.8877,-0.4384,,,,
228771.0,207270.0,-0.003,-0.8887,-0.4374,,,,
228758.0,207277.0,-0.005,-0.8847,-0.4354,,,,
228834.0,207302.0,-0.005,-0.8857,-0.4414,,,,
228848.0,207277.0,-0.002,-0.8827,-0.4404,,,,
228833.0,207292.0,0.001,-0.8807,-0.4414,,,,
228963.0,207379.0,0.002,-0.8897,-0.4414,,,,
228965.0,207412.0,0.003,-0.8907,-0.4434,,,,
228976.0,207407.0,0.001,-0.8927,-0.4404,,,,
228942.0,207311.0,0.002,-0.8907,-0.4424,,,,
228888.0,207243.0,0.002,-0.8887,-0.4414,,,,
228723.0,207195.0,0.0,-0.8867,-0.4384,,,,
228547.0,207243.0,0.002,-0.8877,-0.4404,,,,
228517.0,207197.0,0.001,-0.8907,-0.4414,,,,
228482.0,207173.0,-0.001,-0.8907,-0.4364,,,,
228479.0,207109.0,-0.003,-0.8897,-0.4364,,,,
228515.0,207188.0,0.0,-0.8897,-0.4364,,,,
228499.0,207201.0,0.0,-0.8867,-0.4364,,,,
228599.0,207171.0,0.0,-0.8857,-0.4374,,,,
228554.0,207226.0,0.0,-0.8877,-0.4404,,,,
228558.0,207159.0,0.0,-0.8877,-0.4404,,,,
228561.0,207187.0,-0.006,-0.8887,-0.4424,,,,
228581.0,207256.0,-0.003,-0.8907,-0.4374,,,,
228547.0,207190.0,0.004,-0.8897,-0.4384,,,,
228657.0,207196.0,0.002,-0.8827,-0.4374,,,,
228637.0,207246.0,0.002,-0.8847,-0.4334,,,,
228661.0,207168.0,0.0,-0.8857,-0.4364,,,,
228654.0,207211.0,-0.003,-0.8887,-0.4374,,,,
228734.0,207255.0,0.0,-0.8897,-0.4384,,,,
228825.0,207220.0,-0.002,-0.8917,-0.4374,,,,
228818.0,207286.0,0.0,-0.8867,-0.4354,,,,
228893.0,207249.0,-0.001,-0.8887,-0.4364,,,,
228897.0,207284.0,-0.002,-0.8877,-0.4364,,,,
228887.0,207322.0,0.001,-0.8887,-0.4354,,,,
228953.0,207309.0,0.001,-0.8877,-0.4374,,,,
228979.0,207376.0,0.003,-0.8897,-0.4394,,,,
229012.0,207364.0,0.002,-0.8887,-0.4394,,,,
228864.0,207254.0,0.001,-0.8897,-0.4384,,,,
228698.0,207209.0,0.004,-0.8897,-0.4364,,,,
228562.0,207209.0,0.002,-0.8907,-0.4384,,,,
228421.0,207078.0,-0.001,-0.8897,-0.4364,,,,
228389.0,207062.0,-0.004,-0.8917,-0.4354,,,,
228397.0,207158.0,-0.003,-0.8917,-0.4344,,,,
228368.0,207089.0,-0.001,-0.8877,-0.4334,,,,
228424.0,207120.0,0.0,-0.8867,-0.4364,,,,
228401.0,207147.0,0.0,-0.8887,-0.4324,,,,
228418.0,207073.0,0.003,-0.8917,-0.4324,,,,
228435.0,207106.0,0.005,-0.8887,-0.4314,,,,
228460.0,207176.0,0.002,-0.8877,-0.4334,,,,
228466.0,207120.0,0.002,-0.8877,-0.4384,,,,
228506.0,207179.0,0.002,-0.8857,-0.4354,,,,
228481.0,207113.0,-0.001,-0.8887,-0.4374,,,,
228544.0,207175.0,0.0,-0.8937,-0.4394,,,,
228542.0,207123.0,-0.001,-0.8907,-0.4394,,,,
228533.0,207199.0,-0.001,-0.8907,-0.4394,,,,
228534.0,207097.0,-0.001,-0.8937,-0.4394,,,,
228506.0,207130.0,-0.001,-0.8907,-0.4364,,,,
228525.0,207201.0,0.001,-0.8877,-0.4364,,,,
228528.0,207136.0,0.0,-0.8897,-0.4374,,,,
228566.0,207207.0,0.001,-0.8887,-0.4354,,,,
228534.0,207140.0,0.0,-0.8857,-0.4364,,,,
228604.0,207239.0,-0.002,-0.8857,-0.4384,,,,
228659.0,207125.0,0.0,-0.8847,-0.4394,,,,
228650.0,207173.0,-0.001,-0.8867,-0.4374,,,,
228687.0,207212.0,-0.001,-0.8867,-0.4344,,,,
228681.0,207232.0,-0.002,-0.8877,-0.4394,,,,
228750.0,207218.0,-0.001,-0.8897,-0.4394,,,,
228791.0,207287.0,0.0,-0.8887,-0.4414,,,,
228800.0,207328.0,0.0,-0.8907,-0.4404,,,,
228912.0,207395.0,0.0,-0.8897,-0.4364,,,,
228931.0,207325.0,-0.002,-0.8887,-0.4384,,,,
228973.0,207322.0,-0.002,-0.8907,-0.4384,,,,
229019.0,207384.0,0.0,-0.8897,-0.4374,,,,
229054.0,207384.0,0.0,-0.8867,-0.4344,,,,
229078.0,207410.0,-0.001,-0.8857,-0.4394,,,,
229109.0,207418.0,-0.004,-0.8877,-0.4394,,,,
229134.0,207490.0,-0.004,-0.8877,-0.4394,,,,
229241.0,207471.0,0.001,-0.8877,-0.4414,,,,
229264.0,207428.0,-0.001,-0.8887,-0.4374,,,,
229241.0,207447.0,0.0,-0.8877,-0.4394,,,,
229228.0,207440.0,0.001,-0.8847,-0.4384,,,,
229198.0,207445.0,-0.002,-0.8887,-0.4424,,,,
229063.0,207363.0,-0.001,-0.8927,-0.4414,,,,
228826.0,207288.0,-0.001,-0.8927,-0.4414,,,,
228744.0,207228.0,0.003,-0.8917,-0.4384,,,,
228575.0,207169.0,0.001,-0.8897,-0.4394,,,,
228557.0,207098.0,0.003,-0.8857,-0.4293,,,,
228528.0,207126.0,0.001,-0.8847,-0.4334,,,,
228530.0,207057.0,0.001,-0.8857,-0.4384,,,,
228530.0,207100.0,-0.002,-0.8837,-0.4384,,,,
228545.0,207150.0,-0.003,-0.8837,-0.4374,,,,
228576.0,207215.0,0.0,-0.8827,-0.4404,,,,
228617.0,207183.0,0.0,-0.8867,-0.4384,,,,
228540.0,207162.0,-0.002,-0.8867,-0.4394,,,,
228648.0,207207.0,-0.001,-0.8847,-0.4384,,,,
228608.0,207152.0,0.0,-0.8847,-0.4434,,,,
228603.0,207143.0,0.0,-0.8857,-0.4374,,,,
228658.0,207188.0,0.001,-0.8877,-0.4384,,,,
228654.0,207229.0,0.002,-0.8877,-0.4414,,,,
228649.0,207219.0,0.0,-0.8857,-0.4404,,,,
228623.0,207138.0,0.001,-0.8807,-0.4414,,,,
228565.0,207148.0,0.0,-0.8827,-0.4414,,,,
228586.0,207145.0,0.0,-0.8887,-0.4404,,,,
228669.0,207211.0,0.0,-0.8867,-0.4404,,,,
228609.0,207150.0,0.001,-0.8847,-0.4414,,,,
228658.0,207199.0,0.0,-0.8827,-0.4444,,,,
228748.0,207229.0,-0.001,-0.8857,-0.4404,,,,
228761.0,207174.0,-0.001,-0.8887,-0.4374,,,,
228740.0,207185.0,0.0,-0.8907,-0.4364,,,,
228777.0,207216.0,-0.001,-0.8927,-0.4354,,,,
228725.0,207211.0,0.0,-0.8917,-0.4384,,,,
228831.0,207330.0,0.0,-0.8887,-0.4394,,,,
228827.0,207265.0,0.0,-0.8907,-0.4404,,,,
228931.0,207297.0,-0.001,-0.8857,-0.4404,,,,
228899.0,207271.0,0.001,-0.8857,-0.4434,,,,
228963.0,207345.0,0.001,-0.8867,-0.4424,,,,
229024.0,207273.0,-0.003,-0.8827,-0.4394,,,,
229021.0,207289.0,0.0,-0.8827,-0.4384,,,,
229042.0,207343.0,-0.003,-0.8857,-0.4414,,,,
229131.0,207380.0,-0.001,-0.8897,-0.4384,,,,
229242.0,207384.0,0.003,-0.8917,-0.4394,,,,
229262.0,207408.0,0.002,-0.8877,-0.4384,,,,
229273.0,207455.0,0.0,-0.8867,-0.4404,,,,
229181.0,207423.0,-0.004,-0.8927,-0.4414,,,,
229019.0,207340.0,-0.004,-0.8907,-0.4394,,,,
228769.0,207237.0,-0.002,-0.8907,-0.4394,,,,
228623.0,207143.0,-0.002,-0.8877,-0.4374,,,,
228582.0,207207.0,-0.002,-0.8887,-0.4384,,,,
228517.0,207226.0,-0.002,-0.8937,-0.4364,,,,
228568.0,207100.0,-0.003,-0.8907,-0.4334,,,,
228581.0,207197.0,-0.005,-0.8887,-0.4374,,,,
228545.0,207133.0,0.0,-0.8867,-0.4394,,,,
228531.0,207154.0,0.001,-0.8867,-0.4384,,,,
228633.0,207250.0,-0.001,-0.8927,-0.4404,,,,
228604.0,207172.0,-0.001,-0.8897,-0.4384,,,,
228686.0,207154.0,-0.001,-0.8877,-0.4394,,,,
228699.0,207197.0,-0.001,-0.8867,-0.4354,,,,
228757.0,207210.0,-0.003,-0.8877,-0.4374,,,,
228746.0,207271.0,0.0,-0.8887,-0.4354,,,,
228743.0,207203.0,-0.001,-0.8887,-0.4324,,,,
228742.0,207267.0,0.002,-0.8887,-0.4324,,,,
228740.0,207263.0,-0.002,-0.8847,-0.4384,,,,
228730.0,207164.0,-0.001,-0.8847,-0.4414,,,,
228718.0,207250.0,-0.002,-0.8837,-0.4364,,,,
228684.0,207219.0,-0.002,-0.8837,-0.4364,,,,
228670.0,207171.0,-0.002,-0.8827,-0.4394,,,,
228695.0,207281.0,-0.001,-0.8827,-0.4374,,,,
228732.0,207270.0,-0.001,-0.8857,-0.4384,,,,
228691.0,207220.0,0.0,-0.8887,-0.4374,,,,
228845.0,207241.0,-0.001,-0.8897,-0.4374,,,,
228852.0,207325.0,0.002,-0.8897,-0.4394,,,,
228847.0,207265.0,0.001,-0.8897,-0.4374,,,,
228956.0,207305.0,0.0,-0.8857,-0.4384,,,,
228944.0,207358.0,-0.001,-0.8887,-0.4354,,,,
228915.0,207345.0,0.0,-0.8897,-0.4334,,,,
229026.0,207364.0,0.0,-0.8907,-0.4384,,,,
229046.0,207385.0,0.0,-0.8927,-0.4394,,,,
229030.0,207338.0,0.0,-0.8927,-0.4374,,,,
229108.0,207432.0,-0.002,-0.8877,-0.4384,,,,
229142.0,207387.0,-0.001,-0.8867,-0.4424,,,,
229190.0,207345.0,-0.001,-0.8897,-0.4384,,,,
229158.0,207388.0,0.0,-0.8897,-0.4384,,,,
229253.0,207367.0,-0.001,-0.8877,-0.4374,,,,
229232.0,207518.0,-0.003,-0.8877,-0.4354,,,,
229261.0,207449.0,-0.004,-0.8897,-0.4374,,,,
229265.0,207460.0,-0.004,-0.8867,-0.4394,,,,
229331.0,207568.0,-0.001,-0.8877,-0.4394,,,,
229323.0,207484.0,-0.002,-0.8887,-0.4364,,,,
229384.0,207578.0,0.0,-0.8907,-0.4364,,,,
228536.0,207211.0,0.0,-0.8947,-0.4364,,,,
228556.0,207146.0,-0.003,-0.8937,-0.4364,,,,
228618.0,207194.0,-0.003,-0.8917,-0.4364,,,,
228707.0,207216.0,-0.001,-0.8907,-0.4374,,,,
228739.0,207227.0,0.0,-0.8917,-0.4354,,,,
228703.0,207195.0,0.0,-0.8907,-0.4344,,,,
228655.0,207210.0,-0.002,-0.8957,-0.4344,,,,
228810.0,207315.0,-0.003,-0.8937,-0.4354,,,,
228936.0,207292.0,-0.003,-0.8917,-0.4364,,,,
228864.0,207370.0,-0.002,-0.8897,-0.4404,,,,
228870.0,207289.0,-0.004,-0.8857,-0.4384,,,,
228935.0,207259.0,-0.002,-0.8907,-0.4384,,,,
228886.0,207304.0,-0.004,-0.8907,-0.4374,,,,
228819.0,207267.0,-0.005,-0.8877,-0.4384,,,,
228847.0,207278.0,0.0,-0.8847,-0.4364,,,,
228841.0,207356.0,-0.003,-0.8907,-0.4354,,,,
228802.0,207258.0,-0.001,-0.8917,-0.4334,,,,
228857.0,207375.0,-0.002,-0.8907,-0.4324,,,,
228958.0,207234.0,-0.002,-0.8907,-0.4344,,,,
228885.0,207296.0,-0.002,-0.8907,-0.4374,,,,
228922.0,207277.0,-0.003,-0.8897,-0.4384,,,,
229001.0,207315.0,-0.002,-0.8887,-0.4384,,,,
229071.0,207289.0,0.001,-0.8917,-0.4414,,,,
229011.0,207340.0,0.001,-0.8927,-0.4404,,,,
228993.0,207347.0,0.002,-0.8917,-0.4384,,,,
229168.0,207433.0,0.002,-0.8887,-0.4374,,,,
229106.0,207364.0,0.001,-0.8917,-0.4394,,,,
229116.0,207381.0,0.002,-0.8907,-0.4364,,,,
229247.0,207458.0,-0.001,-0.8907,-0.4354,,,,
229222.0,207407.0,-0.001,-0.8867,-0.4334,,,,
229297.0,207373.0,-0.001,-0.8847,-0.4324,,,,
229203.0,207427.0,-0.001,-0.8857,-0.4324,,,,
229288.0,207553.0,0.001,-0.8867,-0.4334,,,,
229370.0,207419.0,0.001,-0.8887,-0.4384,,,,
229404.0,207577.0,0.003,-0.8887,-0.4384,,,,
229402.0,207431.0,0.002,-0.8857,-0.4434,,,,
229163.0,207412.0,0.003,-0.8857,-0.4414,,,,
229027.0,207276.0,0.0,-0.8837,-0.4394,,,,
228774.0,207264.0,0.001,-0.8827,-0.4364,,,,
228746.0,207233.0,-0.002,-0.8857,-0.4364,,,,
228654.0,207195.0,-0.002,-0.8827,-0.4364,,,,
228702.0,207281.0,-0.001,-0.8887,-0.4414,,,,
228771.0,207183.0,-0.002,-0.8887,-0.4414,,,,
228728.0,207213.0,-0.001,-0.8907,-0.4404,,,,
228811.0,207223.0,0.001,-0.8887,-0.4384,,,,
228749.0,207219.0,0.0,-0.8917,-0.4384,,,,
228915.0,207269.0,0.0,-0.8917,-0.4384,,,,
228795.0,207258.0,0.0,-0.8917,-0.4384,,,,
228912.0,207308.0,-0.006,-0.8907,-0.4364,,,,
228980.0,207249.0,-0.004,-0.8897,-0.4404,,,,
228896.0,207241.0,0.001,-0.8877,-0.4394,,,,
228861.0,207288.0,0.001,-0.8877,-0.4354,,,,
228933.0,207395.0,0.0,-0.8877,-0.4344,,,,
228934.0,207329.0,0.0,-0.8897,-0.4354,,,,
229005.0,207349.0,-0.003,-0.8887,-0.4394,,,,
228997.0,207329.0,-0.002,-0.8927,-0.4374,,,,
229165.0,207319.0,-0.002,-0.8917,-0.4354,,,,
229200.0,207379.0,-0.001,-0.8887,-0.4384,,,,
229127.0,207438.0,-0.002,-0.8897,-0.4344,,,,
229112.0,207384.0,-0.002,-0.8887,-0.4354,,,,
229100.0,207396.0,-0.001,-0.8877,-0.4334,,,,
229245.0,207393.0,0.0,-0.8877,-0.4364,,,,
229264.0,207461.0,0.0,-0.8857,-0.4394,,,,
229325.0,207485.0,0.0,-0.8857,-0.4394,,,,
229411.0,207509.0,0.0,-0.8907,-0.4504,,,,
229408.0,207549.0,-0.001,-0.8907,-0.4414,,,,
229489.0,207511.0,0.004,-0.8917,-0.4344,,,,
229462.0,207584.0,0.005,-0.8937,-0.4384,,,,
229496.0,207598.0,0.004,-0.8917,-0.4384,,,,
229517.0,207622.0,-0.001,-0.8947,-0.4364,,,,
229469.0,207589.0,-0.001,-0.8917,-0.4394,,,,
229295.0,207472.0,0.0,-0.8897,-0.4404,,,,
229081.0,207438.0,0.001,-0.8897,-0.4404,,,,
228927.0,207316.0,0.003,-0.8877,-0.4414,,,,
228726.0,207232.0,-0.001,-0.8857,-0.4384,,,,
228700.0,207220.0,0.0,-0.8877,-0.4374,,,,
228772.0,207317.0,-0.002,-0.8857,-0.4384,,,,
228773.0,207239.0,-0.002,-0.8877,-0.4374,,,,
228783.0,207244.0,-0.002,-0.8867,-0.4354,,,,
228800.0,207234.0,-0.003,-0.8927,-0.4364,,,,
228864.0,207322.0,-0.002,-0.8967,-0.4374,,,,
