"IR1","RED1","IR2","RED2","IR3","RED3","IR4","RED4"
1353,1660,34120,40646,167557,188250,240460,262143
1353,1660,34116,40652,167519,188223,240580,262143
1362,1719,34128,40654,167503,188208,240580,262143
1355,1666,34128,40654,167511,188212,240611,262143
1355,1666,34176,40605,167481,188173,240345,262143
1349,1647,34137,40650,167434,188084,240345,262143
1354,1656,34137,40650,167423,188072,240249,262143
1354,1656,34186,40624,167585,188238,239748,262143
1357,1729,34124,40649,167625,188277,239748,262143
1367,1669,34124,40649,167649,188332,239690,262143
1367,1669,34133,40613,167610,188273,239575,262143
1351,1705,34119,40631,167215,187836,239575,262143
1321,1657,34119,40631,167215,187836,239570,262143
1368,1664,34129,40695,167016,187676,239760,262143
1368,1661,34131,40663,166641,187308,239760,262143
1365,1662,34131,40663,166641,187308,239870,262143
1339,1666,34086,40656,166719,187376,239797,262143
1350,1659,34099,40637,166800,187542,239797,262143
1350,1659,34099,40637,166800,187542,239820,262143
1331,1652,34081,40647,166827,187548,239902,262143
1352,1651,34071,40605,166832,187557,239902,262143
1352,1651,34071,40605,166832,187557,239854,262143
1318,1663,34022,40593,166843,187498,239807,262143
1362,1663,34013,40553,166729,187391,239807,262143
1362,1663,34013,40553,166729,187391,239762,262143
1367,1662,33999,40562,166625,187305,238861,262143
1356,1655,34009,40570,165745,186431,238881,262143
1364,1659,34021,40572,165730,186394,238945,262143
1367,1666,34041,40609,165832,186503,239221,262143
1367,1666,34105,40658,165832,186503,239221,262143
1341,1660,34105,40658,166050,186644,239174,262143
1356,1662,34159,40629,167018,187649,238949,262143
1356,1662,34125,40660,167018,187649,238949,262143
1354,1652,34125,40660,167280,187876,238916,262143
1364,1656,34148,40623,167968,188557,238589,262143
1364,1656,34104,40649,167968,188557,238589,262143
1413,1615,34104,40649,167946,188507,238656,262143
1359,1649,34107,40651,167923,188438,238690,262143
1359,1649,34096,40659,167923,188438,238690,262143
1426,1621,34096,40659,167900,188461,238641,262143
1371,1663,34171,40636,167997,188587,238184,262143
1371,1663,34082,40653,167997,188587,238184,262143
1375,1668,34082,40653,167963,188557,238170,262143
1378,1660,34143,40613,167650,188315,237891,262143
1378,1660,34075,40648,167650,188315,237891,262143
1413,1618,34075,40648,167593,188231,237806,262143
1362,1670,34070,40599,167551,188068,237125,262143
1362,1670,34068,40636,167551,188068,237125,262143
1416,1619,34068,40636,167590,188051,236994,262143
1371,1662,34085,40699,167663,188214,236737,262143
1371,1662,34080,40639,167663,188214,236737,262143
1333,1658,34080,40639,167715,188322,236880,262143
1356,1654,34063,40640,167321,187897,239476,262143
1356,1654,34049,40628,167321,187897,239476,262143
1420,1618,34049,40628,167165,187698,240358,262143
1355,1663,34037,40635,166553,187070,242217,262143
1355,1663,34065,40636,166553,187070,242217,262143
1380,1618,34065,40636,166585,187031,242165,262143
1357,1668,34053,40677,166537,187122,241060,262143
1357,1668,34061,40632,166537,187122,241060,262143
1367,1626,34061,40632,166464,187078,240859,262143
1360,1656,34030,40631,166557,187127,240731,262143
1360,1656,34062,40615,166557,187127,240731,262143
1344,1728,34062,40615,166676,187149,240733,262143
1354,1655,34081,40573,166528,187035,240392,262143
1354,1655,34076,40644,166528,187035,240392,262143
1356,1636,34076,40644,166473,186897,240359,262143
1357,1661,34084,40668,165929,186360,239306,262143
1357,1661,34093,40639,165929,186360,239306,262143
1361,1709,34093,40639,165818,186262,239079,262143
1352,1658,34083,40643,165098,185492,238920,262143
1352,1658,34088,40654,165098,185492,238920,262143
1365,1653,34088,40654,165049,185477,238907,262143
1364,1662,34088,40641,165420,185885,238639,262143
1364,1662,34069,40643,165420,185885,238639,262143
1419,1615,34058,40652,165359,185932,238503,262143
1364,1660,34050,40624,164577,185040,237958,262143
1352,1660,34049,40634,164648,185104,237858,262143
1367,1661,34044,40619,164633,185119,237789,262143
1353,1664,34036,40621,164503,184972,237646,262143
1353,1664,34049,40618,164503,184972,237646,262143
1302,1650,34049,40618,164470,184974,237582,262143
1360,1661,34055,40653,164509,184951,236505,262143
1360,1661,34067,40630,164509,184951,236505,262143
1321,1656,34067,40630,164535,184948,236165,262143
1351,1653,34073,40662,164090,184488,234908,262143
1351,1653,34076,40654,164090,184488,234908,262143
1330,1654,34076,40654,163991,184309,235149,262143
1360,1664,34080,40721,164095,184474,235673,262143
1360,1664,34084,40654,164095,184474,235673,262143
1336,1649,34084,40654,164188,184590,235520,262143
1347,1667,34085,40665,164125,184513,234698,262143
1347,1667,34097,40645,164125,184513,234698,262143
1339,1666,34097,40645,164110,184420,234654,262143
1348,1662,34117,40703,164039,184364,235178,262143
1348,1662,34111,40669,164039,184364,235178,262143
1358,1719,34111,40669,164027,184373,235185,262143
1356,1655,34099,40673,163679,183966,234429,262143
1356,1655,34139,40680,163679,183966,234429,262143
1327,1657,34139,40680,163610,183889,234167,262143
1373,1658,34087,40697,164066,184340,234020,262143
1373,1658,34148,40729,164066,184340,234020,262143
1339,1661,34148,40729,164081,184326,234121,262143
1342,1661,34172,40697,164172,184496,234034,262143
1342,1661,34138,40712,164172,184496,234034,262143
1334,1648,34138,40712,164148,184553,234119,262143
1344,1659,34097,40705,164372,184735,234771,262143
1344,1659,34132,40688,164372,184735,234771,262143
1330,1660,34132,40688,164388,184757,234684,262143
1363,1654,34174,40676,164550,184875,234257,262143
1363,1654,34145,40706,164550,184875,234257,262143
1336,1661,34145,40706,164624,184999,234356,262143
1353,1651,34175,40704,164546,184874,234851,262143
1353,1651,34135,40702,164546,184874,234851,262143
1382,1637,34135,40702,164399,184780,234894,262143
1371,1673,34141,40655,164305,184601,235045,262143
1371,1673,34118,40711,164305,184601,235045,262143
1425,1639,34118,40711,164328,184596,235075,262143
1364,1664,34119,40736,163893,184156,235209,262143
1364,1664,34148,40724,163893,184156,235209,262143
1351,1626,34148,40724,163885,184207,235343,262143
1355,1656,34142,40758,164283,184566,235802,262143
1355,1656,34165,40743,164283,184566,235802,262143
1430,1607,34165,40743,164312,184617,235829,262143
1356,1657,34210,40722,164073,184339,235482,262143
1353,1655,34168,40736,163660,183862,234621,262143
1353,1655,34176,40745,163672,183871,234539,262143
1368,1652,34143,40755,163657,183865,234589,262143
1325,1649,34169,40736,163298,183510,234589,262143
1357,1650,34169,40736,163298,183510,234577,262143
1357,1650,34218,40705,163162,183387,234336,262143
1321,1657,34216,40808,162863,183072,234336,262143
1355,1664,34216,40808,162863,183072,234203,262143
1360,1659,34191,40835,162942,183181,233836,262143
1368,1664,34202,40805,163130,183332,233836,262143
1351,1651,34202,40805,163130,183332,233690,262143
1351,1651,34225,40785,163069,183308,233636,262143
1428,1624,34198,40783,163181,183374,233636,262143
1366,1661,34198,40783,163181,183374,233532,262143
1366,1661,34262,40741,163192,183350,232689,262143
1423,1623,34193,40777,162949,183101,232689,262143
1348,1650,34193,40777,162949,183101,232431,262143
1348,1650,34198,40769,162857,182969,230826,262143
1358,1630,34166,40746,162717,182854,230826,262143
1360,1644,34166,40746,162717,182854,230627,262143
1360,1644,34152,40794,162734,182838,229405,262143
1430,1627,34136,40729,162720,182873,229405,262143
1369,1667,34136,40729,162720,182873,229330,262143
1369,1667,34137,40801,162663,182781,228731,262143
1429,1637,34149,40743,162318,182426,228731,262143
1357,1656,34149,40743,162318,182426,228652,262143
1357,1656,34122,40737,162370,182389,228323,262143
1348,1617,34143,40744,162499,182580,228323,262143
1352,1647,34143,40744,162499,182580,228285,262143
1352,1647,34144,40811,162553,182637,228279,262143
1356,1713,34156,40738,162302,182380,228279,262143
1353,1650,34156,40738,162302,182380,228330,262143
1353,1650,34138,40794,162219,182328,228400,262143
1370,1713,34106,40724,161906,181957,228400,262143
1362,1655,34106,40724,161906,181957,228370,262143
1362,1655,34107,40716,161924,182009,228580,262143
1355,1679,34093,40711,161932,181977,228580,262143
1353,1671,34093,40711,161930,182012,228691,262143
1356,1658,34051,40693,161902,181967,229463,262143
1357,1657,34092,40704,161683,181842,229463,262143
1345,1657,34092,40704,161635,181792,229549,262143
1368,1655,34097,40705,161517,181689,229565,262143
1361,1664,34096,40714,161690,181854,229565,262143
1367,1648,34096,40714,161775,181906,229577,262143
1361,1662,34082,40754,161964,182096,229377,262143
1353,1656,34078,40708,161964,182096,229377,262143
1353,1656,34078,40708,162039,182192,229350,262143
1361,1677,34067,40704,161745,181870,229198,262143
1356,1646,34071,40709,161745,181870,229198,262143
1356,1646,34071,40709,161630,181769,229159,262143
1360,1679,34073,40743,161452,181614,229069,262143
1358,1654,34008,40665,161331,181463,229069,262143
1358,1654,34009,40665,161474,181622,229050,262143
1375,1653,33975,40646,161419,181535,229328,262143
1346,1658,33980,40630,161548,181643,229328,262143
1346,1658,33980,40630,161548,181643,229321,262143
1350,1676,33981,40644,161692,181833,229281,262143
1360,1656,33989,40636,161973,182109,229281,262143
1360,1656,33989,40636,161973,182109,229291,262143
1311,1667,34018,40697,161827,181987,229094,262143
1363,1666,34016,40640,160934,181012,229094,262143
1363,1666,34016,40640,160934,181012,229003,262143
1323,1661,33974,40632,160792,180801,228785,262143
1371,1670,34001,40627,160853,180972,228785,262143
1371,1670,34001,40627,160853,180972,228891,262143
1365,1677,33954,40626,160936,181090,229003,262143
1362,1653,33972,40615,161307,181469,229003,262143
1362,1653,33972,40615,161307,181469,228914,262143
1352,1666,33972,40666,161342,181549,228837,262143
1369,1661,33971,40596,161336,181482,228837,262143
1369,1661,33971,40596,161336,181482,228829,262143
1360,1685,33967,40599,161219,181370,228185,262143
1378,1661,33958,40603,161107,181193,228185,262143
1378,1661,33958,40603,161107,181193,228139,262143
1361,1661,33950,40680,161214,181200,228353,262143
1361,1663,33933,40605,161431,181516,228353,262143
1361,1663,33933,40605,161431,181516,228341,262143
1306,1661,33945,40567,161424,181556,228016,262143
1351,1668,33940,40607,161148,181255,228016,262143
1351,1668,33940,40607,161148,181255,227996,262143
1313,1646,33946,40573,161053,181144,228673,262143
1360,1653,33927,40576,160871,180942,228673,262143
1360,1653,33927,40576,160871,180942,228713,262143
1386,1653,33924,40608,160909,180886,228878,262143
1365,1646,33922,40578,160818,180821,228878,262143
1365,1646,33922,40578,160818,180821,228869,262143
1322,1664,33952,40539,160848,180861,228778,262143
1370,1674,33915,40587,161352,181354,228778,262143
1370,1674,33915,40587,161352,181354,228739,262143
1355,1610,33889,40603,161372,181366,228818,262143
1359,1664,33929,40602,160943,180908,228818,262143
1359,1664,33929,40602,160943,180908,228802,262143
1407,1608,33967,40577,160858,180841,229229,262143
1355,1657,33950,40598,160650,180599,229229,262143
1355,1657,33950,40598,160650,180599,229235,262143
1353,1653,33935,40559,160697,180654,229300,262143
1344,1663,33945,40614,161032,181122,229300,262143
1344,1663,33945,40614,161032,181122,229368,262143
1327,1670,33921,40606,161064,181114,229268,262143
1361,1666,33953,40611,161102,181144,229268,262143
1358,1658,33928,40615,160568,180576,229324,262143
1358,1658,33926,40625,160477,180484,229421,262143
1402,1655,33922,40610,160389,180391,229327,262143
1357,1652,33930,40638,160195,180432,229216,262143
1357,1652,33940,40623,160227,180469,229063,262143
1359,1688,33939,40616,160460,180683,229063,262143
1353,1653,33939,40616,160460,180683,229043,262143
1353,1653,33908,40624,160540,180779,229442,262143
1347,1667,33939,40620,160778,180990,229442,262143
1358,1669,33939,40620,160778,180990,229517,262143
1358,1669,33935,40632,160725,180912,229750,262143
1364,1684,33939,40628,161029,181142,229750,262143
1346,1664,33939,40628,161029,181142,229889,262143
1346,1664,33949,40658,161241,181395,230139,262143
1348,1705,33953,40624,162839,183006,230139,262143
1349,1654,33953,40624,162839,183006,230123,262143
1349,1654,33949,40678,163070,183201,229918,262143
1364,1713,33966,40659,163562,183763,229918,262143
1348,1661,33966,40659,163562,183763,229999,262143
1348,1661,33951,40657,163466,183678,230072,262143
1341,1663,33965,40643,163403,183592,230137,262143
1364,1657,33965,40643,163403,183592,230190,262143
1364,1657,33936,40627,163498,183622,230244,262143
1339,1665,33962,40645,163732,184048,230181,262143
1364,1661,33962,40645,163732,184048,230106,262143
1364,1661,33945,40655,163748,184013,230133,262143
1349,1649,33974,40653,163298,183546,230172,262143
1346,1660,33974,40653,163298,183546,230221,262143
1346,1660,34037,40618,163173,183425,230221,262143
1325,1651,33980,40655,163083,183278,230273,262143
1354,1656,33980,40655,163083,183278,230252,262143
1354,1656,33939,40664,163128,183246,230252,262143
1325,1645,33985,40665,162890,183098,230307,262143
1357,1661,33985,40665,162890,183098,230164,262143
1357,1661,33989,40637,162828,183025,230164,262143
1379,1698,33989,40648,162632,182873,230115,262143
1368,1665,33989,40648,162632,182873,230132,262143
1368,1665,34030,40623,162594,182832,230132,262143
1347,1673,33972,40642,162385,182636,230086,262143
1356,1651,33972,40642,162385,182636,230024,262143
1356,1651,33973,40622,162380,182642,229938,262143
1316,1651,34009,40682,162715,182952,229874,262143
1358,1654,34009,40682,162715,182952,229927,262143
1358,1654,34074,40647,162677,182922,229913,262143
1349,1652,34006,40679,162414,182605,229802,262143
1353,1658,34006,40679,162414,182605,229802,262143
1353,1658,33964,40675,162367,182570,229777,262143
1332,1652,34004,40702,162501,182675,229860,262143
1359,1666,34004,40702,162501,182675,229885,262143
1359,1666,34032,40682,162552,182775,229863,262143
1416,1637,33975,40665,162328,182655,229546,262143
1356,1659,33975,40665,162328,182655,229656,262143
1356,1659,33957,40626,162404,182779,230104,262143
1334,1652,33956,40654,162535,182893,230104,262143
1360,1670,33956,40654,162535,182893,230096,262143
1360,1670,33980,40603,162537,182822,229859,262143
1334,1650,33924,40644,162321,182693,229859,262143
1356,1660,33924,40644,162321,182693,229830,262143
1356,1660,33974,40605,162247,182568,230228,262143
1316,1649,33965,40666,162245,182599,230205,262143
1355,1658,33965,40666,162245,182599,230171,262143
1355,1658,33976,40705,162285,182547,230139,262143
1358,1691,33988,40692,162141,182485,230177,262143
1356,1649,33988,40692,162141,182485,230159,262143
1356,1649,33989,40731,162107,182456,230148,262143
1318,1648,34010,40698,161850,182212,230167,262143
1363,1650,34010,40698,161850,182212,230386,262143
1369,1660,33983,40697,161948,182355,230386,262143
1356,1712,33990,40690,162375,182774,230448,262143
1318,1651,33990,40690,162375,182774,230342,262143
1350,1650,33943,40684,162346,182754,230342,262143
1350,1650,34047,40735,162166,182536,230221,262143
1334,1641,34047,40735,162166,182536,229876,262143
1372,1647,34026,40760,162159,182563,229949,262143
1372,1647,34108,40799,162265,182603,229970,262143
1318,1657,34108,40799,162265,182603,229914,262143
1355,1657,34115,40829,162149,182531,229544,262143
1355,1657,34094,40776,162403,182739,229544,262143
1356,1659,34094,40776,162403,182739,229502,262143
1362,1655,34047,40772,162406,182766,229428,262143
1354,1659,34077,40769,162306,182642,229414,262143
1354,1651,34077,40769,162306,182642,229361,262143
1354,1643,34043,40759,162293,182677,229311,262143
1354,1643,34101,40780,162334,182742,228603,262143
1344,1713,34101,40780,162334,182742,228603,262143
1321,1663,34066,40777,162384,182813,228485,262143
1344,1660,34087,40766,162448,182895,228533,262143
1344,1660,34087,40766,162448,182895,228533,262143
1331,1663,34157,40728,162397,182855,228533,262143
1361,1657,34134,40779,162312,182762,228402,262143
1361,1657,34134,40779,162312,182762,228402,262143
1322,1639,34108,40805,162224,182707,228341,262143
1360,1658,34151,40820,161914,182316,228333,262143
1360,1658,34151,40820,161914,182316,228279,262143
1367,1630,34105,40802,161892,182314,228215,262143
1352,1659,34146,40805,161780,182191,228155,262143
1352,1659,34146,40805,161780,182191,227899,262135
1323,1660,34170,40771,161706,182149,227899,262135
1358,1656,34120,40757,161954,182346,227800,262143
1358,1656,34120,40757,161954,182346,227781,262143
1316,1656,34122,40718,161926,182343,227979,262143
1355,1650,34045,40696,161311,181672,228001,262143
1356,1655,34045,40696,161311,181672,227927,262143
1355,1656,34082,40678,161241,181607,227927,262143
1356,1662,34096,40757,161553,181895,227808,262143
1352,1642,34096,40757,161553,181895,226870,261362
1349,1648,34090,40763,161594,181985,226870,261362
1359,1640,34143,40773,161515,181867,226663,261124
1359,1651,34143,40773,161478,181828,225862,260317
1359,1651,34130,40780,161481,181775,225862,260317
1329,1666,34148,40790,161648,182016,225797,260257
1358,1652,34148,40790,161648,182016,226139,260497
1358,1652,34193,40754,161720,182100,226139,260497
1322,1643,34126,40775,161770,182206,226193,260577
1358,1648,34126,40775,161486,181921,226478,260743
1358,1648,34111,40764,161486,181921,226478,260743
1419,1609,34066,40704,161327,181758,226473,260710
1352,1655,34066,40704,161220,181630,227002,261131
1352,1655,34127,40683,161687,182054,227002,261131
1327,1651,34045,40706,161785,182134,227085,261225
1356,1643,34045,40706,161908,182289,227032,261131
1356,1643,34054,40764,161908,182289,227032,261131
1309,1648,34049,40716,161910,182326,226973,261038
1366,1661,34049,40716,161873,182255,227069,261259
1366,1661,34076,40652,161873,182255,227069,261259
1427,1632,34070,40703,161783,182170,227067,261227
1358,1658,34070,40703,161809,182200,227177,261323
1358,1658,34063,40706,161809,182200,227177,261323
1348,1631,34078,40716,161930,182278,227146,261294
1348,1651,34078,40716,162157,182535,226939,260979
1348,1651,34058,40699,162157,182535,226939,260979
1351,1632,34065,40698,162141,182560,227028,261017
1361,1630,34065,40698,162068,182468,227373,261372
1361,1630,34065,40779,162021,182394,227373,261372
1431,1608,34198,40859,161695,182001,227349,261318
1351,1648,34198,40859,161572,181912,227057,261023
1351,1648,34213,40915,161059,181326,227057,261023
1350,1662,34354,41061,161059,181326,227069,261048
1359,1656,34354,41061,161067,181355,227174,261089
1359,1656,34348,41071,161164,181406,227174,261089
1361,1673,34261,40966,161651,181856,227146,261068
1356,1654,34261,40966,161651,181856,227432,261396
1356,1654,34246,40998,161710,181935,227432,261396
1359,1702,34181,40867,161672,181949,227409,261408
1355,1652,34181,40867,161672,181949,227366,261280
1355,1652,34171,40910,161615,181908,227366,261280
1365,1654,34153,40841,161849,182173,227288,261168
1358,1648,34153,40841,161849,182173,226477,260409
1358,1648,34115,40829,161972,182286,226477,260409
1365,1661,34070,40765,161930,182254,226412,260327
1354,1650,34023,40707,161646,181932,227259,261333
1361,1652,34019,40699,161646,181932,227392,261497
1361,1648,34010,40696,161647,181938,227536,261665
1367,1660,34018,40689,161800,182055,227461,261420
1367,1660,34014,40669,161800,182055,227461,261420
1308,1658,33978,40647,161781,182010,227315,261282
1355,1659,33978,40647,161480,181736,227372,261315
1355,1659,34008,40616,161480,181736,227372,261315
1305,1640,33942,40631,161482,181686,227443,261415
1357,1650,33942,40631,161914,182196,227745,261700
1357,1650,33950,40649,161914,182196,227745,261700
1311,1664,33954,40644,161887,182140,227717,261665
1351,1634,33954,40644,161583,181806,227609,261608
1351,1634,33994,40595,161583,181806,227609,261608
1393,1631,33939,40622,161584,181847,227501,261528
1358,1654,33939,40622,161787,182022,227310,261339
1358,1654,33972,40613,161787,182022,227310,261339
1362,1642,33943,40608,161769,182041,227229,261269
1362,1658,33943,40608,161421,181685,227321,261367
1362,1658,33945,40632,161421,181685,227321,261367
1394,1604,33946,40618,161412,181586,227333,261369
1349,1659,33946,40618,161422,181711,227163,261126
1349,1659,33919,40665,161422,181711,227163,261126
1370,1634,33888,40563,161524,181834,227115,261008
1352,1650,33888,40563,161779,182185,226407,260338
1352,1650,33875,40548,161779,182185,226407,260338
1352,1618,33905,40591,161820,182214,226331,260267
1364,1654,33905,40591,162130,182525,226403,260296
1364,1654,33920,40646,162130,182525,226403,260296
1367,1727,33911,40585,162187,182466,226417,260305
1372,1649,33911,40585,162006,182375,226337,260339
1372,1649,33902,40610,162006,182375,226337,260339
1340,1656,33930,40602,161937,182347,226392,260403
1355,1653,33930,40602,162137,182529,226457,260509
1355,1653,33895,40591,162137,182529,226457,260509
1354,1709,33912,40598,162190,182599,226493,260557
1355,1651,33912,40598,161876,182310,226476,260430
1355,1651,33894,40588,161876,182310,226476,260430
1343,1702,33879,40547,161747,182082,226449,260346
1358,1645,33879,40547,161115,181505,226253,260215
1358,1645,33827,40559,161115,181505,226253,260215
1322,1644,33918,40603,161087,181467,226245,260195
1366,1644,33918,40603,161564,181963,226413,260422
1366,1644,33888,40610,161564,181963,226413,260422
1340,1646,33910,40589,161652,181953,226428,260383
1357,1641,33910,40589,161415,181779,226206,260178
1357,1641,33863,40598,161415,181779,226206,260178
1320,1649,33929,40606,161476,181741,226221,260213
1347,1648,33929,40606,161526,181904,226476,260440
1347,1648,33895,40602,161526,181904,226476,260440
1328,1642,33876,40548,161532,181909,226528,260445
1352,1649,33880,40546,161629,182181,226987,260797
1352,1649,33873,40537,161629,182181,226987,260797
1348,1636,33901,40579,161578,182141,226926,260739
1356,1656,33901,40579,161421,182001,226542,260337
1356,1656,33897,40587,161421,182001,226542,260337
1389,1622,33930,40594,161499,182038,226515,260344
1349,1639,33930,40594,161587,182117,226453,260347
1349,1639,33956,40531,161587,182117,226453,260347
1378,1596,33937,40587,161585,182050,226430,260373
1359,1642,33937,40587,160985,181496,226968,260900
1359,1642,33937,40619,160985,181496,226968,260900
1397,1600,33968,40623,160969,181507,227004,260929
1344,1656,33968,40623,161232,181755,226522,260342
1344,1656,33954,40624,161232,181755,226522,260342
1343,1667,33975,40606,161191,181747,226478,260318
1346,1640,33975,40606,160801,181300,226735,260499
1346,1640,33988,40670,160801,181300,226735,260499
1345,1695,34001,40639,160662,181192,226743,260513
1349,1644,34001,40639,161024,181522,227095,260837
1349,1644,33988,40643,161024,181522,227095,260837
1345,1640,34025,40660,161100,181646,227077,260863
1346,1652,34025,40660,160984,181478,227177,260880
1346,1652,34071,40634,160984,181478,227177,260880
1334,1646,34068,40712,160775,181304,227211,260933
1362,1649,34068,40712,160460,180905,227481,261134
1362,1649,34081,40701,160460,180905,227481,261134
1347,1735,34094,40739,160522,180905,227555,261154
1350,1644,34094,40739,160843,181291,227350,260938
1350,1644,34050,40732,160843,181291,227350,260938
1330,1653,34047,40681,160939,181377,227369,260924
1347,1649,34047,40681,160884,181346,227716,261152
1347,1649,34054,40678,160884,181346,227716,261152
1314,1644,34021,40663,160735,181169,227734,261218
1352,1652,34021,40663,160182,180632,227640,261040
1352,1652,34030,40618,160182,180632,227640,261040
1319,1643,34058,40675,160188,180735,227627,261051
1345,1640,34058,40675,160618,181146,227544,260909
1345,1640,34082,40674,160618,181146,227544,260909
1417,1630,34067,40691,160606,181135,227459,260831
1358,1648,34067,40691,160826,181364,227172,260565
1358,1648,34070,40661,160826,181364,227172,260565
1362,1612,34063,40673,160806,181301,227187,260632
1359,1643,34063,40673,160638,181140,227404,260840
1359,1643,34068,40661,160638,181140,227404,260840
1354,1621,34081,40693,160551,181116,227358,260813
1343,1639,34081,40693,160671,181196,227268,260496
1343,1639,34072,40728,160671,181196,227268,260496
1422,1618,34063,40664,160649,181172,227223,260453
1347,1633,34063,40664,160338,180881,227031,260182
1343,1657,34044,40660,160595,181111,227402,260615
1350,1638,34035,40649,160595,181111,227365,260568
1341,1645,34054,40657,160588,181099,227463,260637
1348,1639,34039,40622,160253,180761,227463,260637
1356,1652,34038,40641,160253,180761,227442,260643
1352,1652,34038,40641,160148,180689,227611,260784
1352,1652,34035,40678,160419,180903,227611,260784
1352,1677,34034,40655,160419,180903,227586,260766
1340,1651,34034,40655,160464,181023,227884,260911
1340,1651,34030,40634,160418,180963,227884,260911
1403,1621,34038,40655,160387,180902,227894,260882
1346,1649,34038,40655,160163,180649,227743,260764
1346,1649,34048,40723,160153,180650,227743,260764
1300,1644,34024,40642,160274,180822,227767,260829
1350,1650,34024,40642,160274,180822,227848,260910
1350,1650,34034,40636,160386,181015,227848,260910
1399,1614,34031,40637,160451,181073,227771,260813
1337,1649,34031,40637,160244,180824,227930,261070
1337,1649,34025,40700,160244,180824,227930,261070
1315,1654,33996,40618,160127,180715,227991,261169
1366,1649,33996,40618,159531,180041,227998,261364
1366,1649,33983,40622,159531,180041,227998,261364
1403,1624,33954,40567,159387,179941,227944,261319
1352,1655,33954,40567,159820,180324,227713,261009
1352,1655,33972,40514,159820,180324,227713,261009
1340,1614,33907,40514,159910,180378,227743,261026
1344,1649,33907,40514,159991,180501,227563,260837
1344,1649,33904,40535,160056,180580,227563,260837
1342,1702,33901,40496,160101,180682,227497,260812
1345,1645,33901,40496,160079,180654,227245,260555
1345,1645,33918,40538,160135,180684,227245,260555
1355,1722,33917,40511,160070,180613,227224,260587
1361,1666,33917,40511,160056,180588,226998,260380
1361,1666,33925,40576,160083,180582,226998,260380
1355,1609,33934,40523,160083,180582,226980,260362
1357,1653,33934,40523,160144,180612,227083,260370
1357,1653,33874,40519,160386,180883,227083,260370
1351,1709,33898,40493,160386,180883,227032,260372
1358,1644,33898,40493,160419,180818,226807,260134
1358,1644,33888,40461,159961,180436,226807,260134
1345,1710,33916,40514,159961,180436,226694,260025
1319,1650,33916,40514,159856,180321,226530,259718
1356,1653,33899,40510,159620,180069,226530,259718
1349,1662,33930,40514,159620,180069,226507,259708
1355,1651,33930,40514,159615,180085,226360,259543
1353,1652,33913,40519,159604,180059,226360,259543
1338,1702,33890,40474,159640,180100,226260,259477
1361,1649,33890,40474,159689,180120,226114,259322
1354,1638,33845,40473,159948,180509,226114,259322
1361,1650,33915,40509,159917,180493,226071,259291
1353,1654,33905,40497,159929,180486,225727,259148
1367,1647,33883,40480,159681,180200,225655,259063
1340,1652,33865,40462,159727,180248,225651,259034
1361,1646,33857,40455,159669,180179,225422,258781
1361,1646,33853,40447,159669,180179,225422,258781
1304,1653,33849,40444,159694,180203,225249,258603
1371,1646,33849,40444,159650,180157,224267,257621
1371,1646,33790,40437,159650,180157,224267,257621
1315,1633,33841,40428,159720,180186,224220,257549
1342,1649,33841,40428,159380,179907,224096,257472
1342,1649,33859,40430,159380,179907,224096,257472
1337,1646,33858,40430,159226,179693,224016,257436
1350,1663,33858,40430,158727,179158,224218,257608
1367,1657,33806,40445,158727,179158,224218,257608
1339,1640,33864,40447,158764,179201,224302,257639
1314,1649,33864,40447,159124,179527,224386,257724
1347,1645,33847,40449,159124,179527,224386,257724
1341,1638,33882,40446,159104,179524,224392,257736
1355,1643,33882,40446,158878,179268,224783,258054
1358,1644,33830,40441,158878,179268,224783,258054
1358,1644,33879,40442,158873,179314,224877,258102
1421,1627,33879,40442,158957,179355,226200,259305
1366,1671,33856,40452,158957,179355,226200,259305
1366,1671,33900,40465,158975,179345,226554,259599
1309,1656,33900,40465,159023,179472,227073,260169
1350,1644,33851,40471,159023,179472,227073,260169
1350,1644,33908,40466,159049,179499,226997,260114
1292,1647,33908,40466,159417,179822,226551,259661
1357,1652,33945,40420,159417,179822,226551,259661
1357,1652,33926,40473,159427,179866,226596,259747
1346,1657,33926,40473,159010,179393,226591,259745
1350,1653,33932,40459,159010,179393,226596,259801
1350,1653,33932,40480,158902,179315,226585,259777
1334,1656,33932,40480,158936,179304,226394,259680
1364,1660,33971,40447,158936,179304,226416,259709
1364,1660,33922,40468,158969,179379,226445,259730
1339,1642,33922,40468,158784,179154,226295,259522
1353,1649,33973,40417,158784,179154,226231,259457
1353,1649,33930,40449,158574,178991,226131,259366
1320,1647,33930,40449,157878,178163,226031,259268
1347,1650,33919,40478,157878,178163,225930,259142
1347,1650,33966,40530,157930,178181,225799,258937
1415,1618,33966,40530,158235,178502,225871,259004
1351,1652,33990,40469,158235,178502,225920,259066
1351,1652,33960,40497,158218,178519,225891,259091
1317,1640,33960,40497,158573,178788,225846,259041
1352,1652,34015,40454,158573,178788,225747,258875
1352,1652,33954,40485,158626,178814,225747,258875
1351,1600,33954,40485,158608,178815,225690,258844
1353,1652,33955,40486,158608,178815,225836,258982
1336,1658,33937,40470,158611,178823,226168,259189
1349,1651,33923,40462,158851,179239,226240,259237
1356,1647,33954,40490,158943,179344,226633,259580
1342,1653,33928,40450,159063,179474,226633,259580
1354,1643,33928,40450,159349,179757,226615,259586
1312,1636,33989,40444,159349,179757,226610,259520
