IR,RED,X,Y,Z,Heart Rate,Respiration Rate,SPO2,Classifier Error Rate
228047.0,208778.0,0.9758,-0.3403,-0.0661,,,98.40131799472415,
228150.0,208831.0,1.0318,-0.3573,-0.0881,,,98.79293642741284,
228139.0,208751.0,1.0619,-0.3523,-0.0961,,,95.39925574115841,
228066.0,208734.0,1.0909,-0.3513,-0.1041,,,99.3543869481744,
228022.0,208716.0,1.1009,-0.3513,-0.1251,,,98.08848964935343,
228057.0,208733.0,1.0929,-0.3433,-0.1181,,,97.49211217651586,
228089.0,208804.0,1.0589,-0.3463,-0.1171,,,98.55993125953313,
228127.0,208846.0,1.0158,-0.3813,-0.1301,,,99.34387495006186,
228200.0,208763.0,0.9798,-0.4133,-0.1431,,,94.70829278281639,
228273.0,208876.0,0.9358,-0.4193,-0.1381,,,99.70229135248866,
228292.0,208908.0,0.9027,-0.4253,-0.1401,,,98.34219160821354,
228430.0,208976.0,0.8967,-0.4273,-0.1401,,,96.82086417007122,
228492.0,208976.0,0.9087,-0.4293,-0.1391,,,96.03752501497034,
228554.0,208956.0,0.9248,-0.4243,-0.1451,,,98.3945047670103,
228632.0,208991.0,0.9328,-0.3983,-0.1471,,,97.53694062545603,
228687.0,209003.0,0.9368,-0.3743,-0.1431,,,98.02251129414489,
228690.0,208989.0,0.9448,-0.3593,-0.1331,,,98.31538757578284,
228782.0,209008.0,0.9448,-0.3473,-0.1331,,,98.93205151869495,
228808.0,209037.0,0.9398,-0.3353,-0.1211,,,98.87602212545289,
228912.0,209051.0,0.9488,-0.3223,-0.1201,,,96.40864443666794,
228926.0,209058.0,0.9848,-0.3373,-0.1271,,,97.4739882604987,
228958.0,209059.0,1.0649,-0.3503,-0.1471,,,96.11333397122223,
228627.0,208853.0,1.1439,-0.3803,-0.1701,,,98.09228521210541,
228137.0,208650.0,1.1149,-0.4344,-0.1872,,,99.29381829259835,
227782.0,208568.0,1.0038,-0.4424,-0.1411,,,99.8598146569065,
227660.0,208541.0,0.9328,-0.4263,-0.0921,,,97.00617358069135,
227702.0,208595.0,0.8847,-0.3963,-0.041,,,99.49646292157209,
227815.0,208620.0,0.8557,-0.3863,-0.031,,,98.36087962377759,
227943.0,208706.0,0.8377,-0.3823,-0.043,,,98.65132856643733,
228065.0,208672.0,0.8547,-0.3683,-0.0671,,,97.1808496090341,
228134.0,208758.0,0.9227,-0.3433,-0.0641,,,97.9377825641084,
228300.0,208875.0,1.0258,-0.3323,-0.056,,,97.57824766029398,
228315.0,208817.0,1.0859,-0.3243,-0.023,,,98.35004016351279,
228325.0,208805.0,1.1229,-0.3133,0.014,,,99.62998225263667,
228282.0,208801.0,1.1189,-0.3052,0.025,,,99.78014984542313,
228238.0,208846.0,1.0889,-0.3093,0.049,,,99.70044519368106,
228203.0,208806.0,1.0378,-0.3123,0.06,,,96.60591484419892,
228151.0,208722.0,1.0378,-0.3123,0.06,,,97.85988343361998,
228169.0,208755.0,0.9758,-0.3363,0.0911,,,99.04148541135807,
228277.0,208744.0,0.9288,-0.3703,0.0691,,,99.20044867622175,
228323.0,208834.0,0.9167,-0.4033,0.033,,,97.99228440841978,
228697.0,208976.0,0.8817,-0.2832,0.0951,,,93.04494445346741,
228806.0,209102.0,0.8857,-0.3012,0.0801,,,95.82250699087143,
228938.0,209017.0,0.8997,-0.3032,0.0671,,,98.32466381688857,
228913.0,209083.0,0.9087,-0.2992,0.0641,,,96.08824934462642,
228807.0,208963.0,0.9047,-0.3002,0.0621,,,99.08616389621619,
228495.0,208797.0,0.8917,-0.3123,0.058,,,97.75369386526415,
228225.0,208630.0,0.8897,-0.3213,0.043,,,95.87695595462279,
227904.0,208575.0,0.9147,-0.3243,0.023,,,97.14584483147915,
227774.0,208484.0,0.9548,-0.3253,0.017,,,99.00911926399974,
227742.0,208618.0,0.9608,-0.3263,0.004,,,99.72396350974249,
227781.0,208680.0,0.9338,-0.3263,0.007,,,98.82603186844091,
227917.0,208705.0,0.9097,-0.3233,0.003,,,91.06762091912887,
227989.0,208747.0,0.9057,-0.3183,-0.016,,,97.21461633543127,
228065.0,208759.0,0.8997,-0.3093,-0.033,,,90.65720082551302,
228110.0,208799.0,0.8747,-0.3012,-0.035,,,92.36099612278366,
228197.0,208816.0,0.8407,-0.2862,-0.023,,,96.54978138042199,
228254.0,208802.0,0.8387,-0.2652,-0.014,,,97.77376270161194,
228274.0,208839.0,0.8967,-0.2552,-0.02,,,96.21777490293599,
228318.0,208768.0,0.9948,-0.2542,-0.04,,,93.2964506154535,
228232.0,208792.0,1.0739,-0.2752,-0.06,,,95.98728919282374,
228198.0,208758.0,1.1179,-0.3093,-0.0841,,,96.80969148409037,
228117.0,208798.0,1.1569,-0.3553,-0.1261,,,96.34240287311115,
228124.0,208760.0,1.1679,-0.4033,-0.1641,,,94.75211375289066,
228190.0,208776.0,1.1389,-0.4303,-0.1711,,,99.5833411796053,
228207.0,208837.0,1.0829,-0.4314,-0.1581,,,97.07963406453749,
228297.0,208886.0,1.0398,-0.4143,-0.1171,,,99.0267868090262,
228453.0,208774.0,0.9968,-0.3813,-0.0881,,,96.99210527424452,
228461.0,208825.0,0.9618,-0.3583,-0.0771,,,96.61254704982449,
228535.0,208910.0,0.9408,-0.3493,-0.0741,,,97.99682193532195,
228581.0,208835.0,0.9358,-0.3513,-0.0821,,,99.23770149835485,
228655.0,208967.0,0.9298,-0.3573,-0.0821,,,97.79385701464005,
228651.0,209011.0,0.9358,-0.3673,-0.1011,,,98.0235521447608,
228743.0,208987.0,0.9638,-0.3653,-0.1141,,,,
228736.0,209027.0,0.9888,-0.3563,-0.1231,,,,
228595.0,208859.0,1.0048,-0.3513,-0.1331,,,,
228413.0,208786.0,1.0048,-0.3513,-0.1331,,,,
227998.0,208601.0,0.9998,-0.3373,-0.1301,,,,
227667.0,208453.0,0.9888,-0.3293,-0.1221,,,,
227495.0,208473.0,0.9888,-0.3213,-0.0921,,,,
227463.0,208457.0,0.9828,-0.3313,-0.0931,,,,
227507.0,208458.0,0.9798,-0.3603,-0.1001,,,,
227582.0,208534.0,0.9127,-0.3773,-0.1301,,,,
227656.0,208528.0,1.0298,-0.3333,0.047,,,,
227698.0,208550.0,1.1529,-0.5705,0.1721,,,,
227746.0,208508.0,1.0178,-0.4524,-0.1271,,,,
227818.0,208530.0,1.4652,-0.8127,0.9578,,,,
227881.0,208509.0,1.4952,-0.4263,-0.028,,,,
227802.0,208529.0,1.5743,-0.4774,0.1821,,,,
227868.0,208514.0,1.4902,-0.3863,0.06,,,,
227864.0,208480.0,1.3111,-0.1892,-0.0651,,,,
228252.0,208750.0,0.8847,-0.1982,0.0701,,,,
228256.0,208763.0,0.8867,-0.2182,0.0851,,,,
228380.0,208828.0,0.9127,-0.2062,0.0701,,,,
228428.0,208796.0,0.9458,-0.2162,0.061,,,,
228509.0,208845.0,0.9518,-0.2412,0.061,,,,
228614.0,208849.0,0.9438,-0.2582,0.046,,,,
228716.0,208864.0,0.9308,-0.2752,0.052,,,,
228706.0,208853.0,0.9388,-0.2722,0.054,,,,
228594.0,208804.0,0.9538,-0.2752,0.06,,,,
228305.0,208739.0,0.9588,-0.2722,0.0671,,,,
227920.0,208485.0,0.9538,-0.2752,0.0921,,,,
227578.0,208424.0,0.9448,-0.2972,0.1101,,,,
227530.0,208376.0,0.9258,-0.3283,0.1211,,,,
227498.0,208413.0,0.9197,-0.3663,0.1141,,,,
227512.0,208447.0,0.9147,-0.3863,0.0961,,,,
227758.0,208500.0,0.9157,-0.3923,0.0881,,,,
227855.0,208497.0,0.9217,-0.3963,0.0891,,,,
227849.0,208569.0,0.9328,-0.4043,0.0951,,,,
227998.0,208624.0,0.9528,-0.4283,0.0821,,,,
227994.0,208633.0,0.9618,-0.4534,0.0691,,,,
228068.0,208644.0,0.9578,-0.4694,0.058,,,,
228143.0,208584.0,0.9478,-0.4824,0.044,,,,
228069.0,208626.0,0.9498,-0.4874,0.041,,,,
227964.0,208625.0,0.9448,-0.4914,0.029,,,,
228091.0,208710.0,0.9408,-0.4864,0.028,,,,
228096.0,208667.0,0.9438,-0.4864,0.013,,,,
228159.0,208724.0,1.0118,-0.4814,-0.011,,,,
228073.0,208646.0,1.1129,-0.4804,-0.024,,,,
228148.0,208694.0,1.0559,-0.4784,-0.025,,,,
228135.0,208691.0,0.9358,-0.4564,0.003,,,,
228317.0,208795.0,0.8887,-0.4283,0.024,,,,
228349.0,208720.0,0.8967,-0.4033,0.025,,,,
228457.0,208848.0,0.8947,-0.3923,0.002,,,,
228574.0,208781.0,0.8857,-0.3983,-0.021,,,,
228647.0,208927.0,0.8907,-0.3913,-0.039,,,,
228736.0,208845.0,0.9248,-0.3783,-0.052,,,,
228815.0,208892.0,0.9718,-0.3633,-0.051,,,,
228675.0,208861.0,0.9848,-0.3653,-0.044,,,,
228325.0,208656.0,0.9808,-0.3673,-0.054,,,,
227884.0,208419.0,1.0058,-0.3683,-0.054,,,,
227559.0,208282.0,1.0348,-0.3673,-0.042,,,,
227348.0,208343.0,1.0438,-0.3773,-0.023,,,,
227354.0,208328.0,1.0318,-0.3873,-0.024,,,,
227366.0,208273.0,1.0018,-0.3783,-0.006,,,,
227401.0,208349.0,0.9728,-0.3623,0.016,,,,
227471.0,208366.0,0.9488,-0.3413,0.032,,,,
227591.0,208437.0,0.9318,-0.3203,0.041,,,,
227646.0,208476.0,0.9207,-0.3153,0.043,,,,
227750.0,208502.0,0.9067,-0.3083,0.04,,,,
227790.0,208502.0,0.8937,-0.3022,0.052,,,,
227762.0,208508.0,0.9248,-0.3263,0.039,,,,
227873.0,208584.0,0.9468,-0.3273,0.031,,,,
227940.0,208567.0,0.9638,-0.3213,0.019,,,,
227981.0,208577.0,0.9768,-0.3113,0.02,,,,
228048.0,208542.0,1.0108,-0.3072,0.018,,,,
228106.0,208573.0,1.0398,-0.3032,0.02,,,,
228066.0,208645.0,1.0418,-0.3002,0.009,,,,
228136.0,208653.0,1.0759,-0.2842,0.003,,,,
228133.0,208681.0,1.0869,-0.2602,0.029,,,,
228107.0,208658.0,0.9808,-0.2542,0.0881,,,,
228110.0,208508.0,0.8537,-0.2642,0.1421,,,,
227869.0,208421.0,0.7976,-0.2812,0.1671,,,,
227615.0,208326.0,0.8037,-0.2952,0.1701,,,,
227392.0,208339.0,0.8237,-0.3093,0.1641,,,,
227251.0,208236.0,0.8587,-0.3363,0.1421,,,,
227302.0,208278.0,0.8977,-0.3703,0.1341,,,,
227300.0,208244.0,0.9378,-0.3843,0.1221,,,,
227404.0,208261.0,0.9738,-0.3933,0.1111,,,,
227471.0,208360.0,1.0008,-0.4053,0.1001,,,,
227561.0,208323.0,1.0108,-0.4093,0.0931,,,,
227556.0,208407.0,1.0008,-0.4033,0.1021,,,,
227587.0,208381.0,0.9768,-0.4083,0.1131,,,,
227632.0,208466.0,0.9608,-0.4233,0.1011,,,,
227605.0,208409.0,0.9648,-0.4394,0.0811,,,,
227531.0,208376.0,0.9648,-0.4584,0.0621,,,,
227603.0,208366.0,0.9578,-0.4684,0.046,,,,
227636.0,208362.0,0.9468,-0.4744,0.034,,,,
227619.0,208360.0,0.9368,-0.4674,0.036,,,,
227732.0,208428.0,0.9268,-0.4544,0.033,,,,
227705.0,208420.0,0.9217,-0.4434,0.036,,,,
227799.0,208556.0,0.9207,-0.4314,0.035,,,,
227878.0,208411.0,0.9248,-0.4083,0.043,,,,
227877.0,208466.0,0.9227,-0.3883,0.052,,,,
228000.0,208580.0,0.9248,-0.3813,0.0651,,,,
228050.0,208508.0,0.9268,-0.3963,0.0651,,,,
227955.0,208521.0,0.9258,-0.4163,0.0621,,,,
228046.0,208639.0,0.9288,-0.4273,0.0851,,,,
228089.0,208557.0,0.9328,-0.4293,0.1031,,,,
228013.0,208501.0,0.9458,-0.4414,0.1131,,,,
227763.0,208360.0,0.9558,-0.4504,0.1161,,,,
227360.0,208175.0,0.9578,-0.4534,0.1161,,,,
226997.0,208048.0,0.9698,-0.4444,0.1141,,,,
226894.0,208105.0,0.9998,-0.4324,0.1061,,,,
226870.0,208062.0,1.0328,-0.4063,0.1051,,,,
226823.0,208000.0,1.0549,-0.3853,0.1041,,,,
226900.0,208092.0,1.0198,-0.3723,0.0941,,,,
226939.0,208076.0,0.9478,-0.3663,0.0901,,,,
226996.0,208175.0,0.8867,-0.3473,0.0851,,,,
227039.0,208133.0,0.8597,-0.3203,0.0781,,,,
227145.0,208157.0,0.8767,-0.2892,0.0641,,,,
227122.0,208118.0,1.0138,-0.2032,0.0661,,,,
227119.0,208110.0,1.0509,-0.2222,0.057,,,,
227182.0,208235.0,1.0609,-0.2562,0.04,,,,
227198.0,208141.0,1.0348,-0.2812,0.028,,,,
227201.0,208151.0,0.9918,-0.2922,0.042,,,,
227303.0,208218.0,0.9428,-0.3083,0.054,,,,
227288.0,208217.0,0.9057,-0.3083,0.061,,,,
227352.0,208227.0,0.8837,-0.3083,0.061,,,,
227482.0,208335.0,0.8877,-0.3012,0.0641,,,,
227552.0,208225.0,0.9057,-0.2942,0.0751,,,,
227563.0,208244.0,0.9248,-0.2942,0.0751,,,,
227398.0,208227.0,0.9558,-0.3002,0.0741,,,,
227090.0,207957.0,0.9798,-0.3083,0.053,,,,
226724.0,207796.0,0.9928,-0.3103,0.051,,,,
226474.0,207803.0,0.9978,-0.3273,0.049,,,,
226373.0,207761.0,1.0008,-0.3493,0.043,,,,
226362.0,207798.0,0.9998,-0.3683,0.037,,,,
226424.0,207770.0,1.0128,-0.3763,0.027,,,,
226391.0,207776.0,1.0388,-0.3693,0.039,,,,
226432.0,207825.0,1.0388,-0.3643,0.025,,,,
226517.0,207823.0,1.0809,-0.3683,0.012,,,,
226543.0,207863.0,1.0809,-0.3683,0.012,,,,
226614.0,207948.0,1.1139,-0.3703,-0.001,,,,
226588.0,207864.0,1.1279,-0.3833,-0.012,,,,
226659.0,207929.0,1.0519,-0.3883,0.021,,,,
226721.0,207872.0,0.9638,-0.3823,0.046,,,,
226749.0,207987.0,0.8917,-0.3513,0.0791,,,,
226812.0,207919.0,0.8457,-0.3303,0.1071,,,,
226835.0,207976.0,0.8087,-0.3373,0.1131,,,,
226937.0,207986.0,0.7836,-0.3683,0.1061,,,,
227045.0,208000.0,0.7896,-0.3883,0.0901,,,,
227054.0,208045.0,0.8347,-0.4053,0.0781,,,,
227138.0,208029.0,0.8927,-0.4103,0.0831,,,,
227099.0,208060.0,0.9438,-0.4223,0.0851,,,,
227186.0,208131.0,0.9788,-0.4354,0.0861,,,,
227215.0,208185.0,0.9878,-0.4444,0.0861,,,,
227186.0,208098.0,0.9548,-0.4384,0.1121,,,,
227287.0,208241.0,0.9067,-0.4364,0.1091,,,,
227354.0,208210.0,0.8857,-0.4283,0.1051,,,,
227344.0,208091.0,0.9007,-0.4314,0.1001,,,,
227224.0,208029.0,0.9318,-0.4273,0.0801,,,,
226906.0,207844.0,0.9718,-0.4273,0.0731,,,,
